date,country,city,latitude,longitude,region_txt,target_type,target_type2,attack_type,attack_type2,perpetrator2,perpetrator,num_of_attackers,injuries,fatalities,casualties
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-02-07,United Kingdom,Nutt's Corner,54.63797,-6.14485,Western Europe,Private Citizens & Property,,Assassination,,,Irish Republican Extremists,,,1.0,
1971-02-08,Iran,Unknown,37.146795,49.536102,Middle East & North Africa,Police,,Armed Assault,,,Unknown,,,,
1971-02-08,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-09,United Kingdom,Trillick,54.452223,-7.486124,Western Europe,Military,Private Citizens & Property,Bombing/Explosion,,,Irish Republican Army (IRA),,,5.0,
1971-02-09,United States,West Palm Beach,26.714388,-80.052689,North America,Educational Institution,Educational Institution,Bombing/Explosion,,,Black Nationalists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-10,Sweden,Gothenburg,57.696994,11.9865,Western Europe,Government (Diplomatic),,Armed Assault,,,Croatian Nationalists,2.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-02-10,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Private Citizens & Property,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-02-10,United States,Akron,41.084195,-81.514059,North America,Private Citizens & Property,Business,Bombing/Explosion,,,Neo-Nazi extremists,1.0,0.0,0.0,0.0
1971-02-11,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,,,
1971-02-11,Venezuela,Caracas,10.482834,-66.962128,South America,Business,,Hostage Taking (Kidnapping),,,Movement of the Revolutionary Left (MIR) (Venezuela),3.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-12,Philippines,Manila,14.596051,120.978666,Southeast Asia,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,,,
1971-02-12,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Private Citizens & Property,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-02-12,United States,Santa Cruz,36.974025,-122.030954,North America,Military,,Facility/Infrastructure Attack,,,Unknown,,0.0,0.0,0.0
1971-02-13,United States,Atlanta,33.764496,-84.432083,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,2.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-14,United States,Bristol,40.097625,-74.857269,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,5.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-15,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Hostage Taking (Kidnapping),,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-02-15,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Military,,Assassination,,,Irish Republican Army (IRA),,,1.0,
1971-02-16,United States,Carolina,18.442164,-66.026298,North America,Business,,Bombing/Explosion,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
1971-02-16,United States,Carolina,18.442164,-66.026298,North America,Business,,Bombing/Explosion,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
1971-02-16,United States,Rio Piedras,18.386932,-66.061127,North America,Business,,Facility/Infrastructure Attack,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
1971-02-16,United States,San Juan,18.386932,-66.061127,North America,Military,Telecommunication,Bombing/Explosion,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
1971-02-16,United States,San Juan,18.386932,-66.061127,North America,Business,,Facility/Infrastructure Attack,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
1971-02-17,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-02-17,Turkey,Istanbul,41.106178,28.689863,Middle East & North Africa,Educational Institution,,Bombing/Explosion,,,Unknown,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-02-19,Turkey,Istanbul,41.106178,28.689863,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-02-20,Costa Rica,San Jose,9.933333,-84.083333,Central America & Caribbean,Private Citizens & Property,,Hostage Taking (Kidnapping),,,Unknown,,,,
,,,,,,,,,,,,,,,
1971-02-20,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Government (Diplomatic),,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-02-20,United States,Miami,25.774591,-80.214195,North America,Police,,Armed Assault,,,Black Afro Militant Movement,-99.0,0.0,1.0,1.0
1971-02-21,Turkey,ANkara,39.930771,32.76754,Middle East & North Africa,Government (Diplomatic),,Armed Assault,,,Unknown,,0.0,0.0,0.0
1971-02-21,Venezuela,Caracas,10.482834,-66.962128,South America,Business,,Hostage Taking (Kidnapping),,,Armed Forces of National Liberation- Venezuela (FALN),4.0,0.0,0.0,0.0
1971-02-22,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-02-26,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Police,,Assassination,,,Irish Republican Army (IRA),,,2.0,
1971-02-26,United States,Honolulu,21.3,-157.818968,North America,Military,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-02-27,United States,Berkeley,37.874043,-122.280022,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-02-27,United States,Rio Piedras,18.386932,-66.061127,North America,Government (General),,Bombing/Explosion,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-03-01,United States,New York City,40.697132,-73.931351,North America,Educational Institution,,Bombing/Explosion,,,Puerto Rican Resistance Movement,,0.0,0.0,0.0
1971-03-01,United States,Vernon,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Chicano Liberation Front,,0.0,0.0,0.0
1971-03-01,United States,Washington,38.908642,-77.015381,North America,Government (General),,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1971-03-01,Venezuela,Caracas,10.482834,-66.962128,South America,Business,,Hostage Taking (Kidnapping),,,Armed Forces of National Liberation- Venezuela (FALN),3.0,0.0,0.0,0.0
1971-03-02,United States,New York City,40.697132,-73.931351,North America,Government (Diplomatic),,Facility/Infrastructure Attack,,,Unknown,,0.0,0.0,0.0
1971-03-03,United States,Berkeley,37.874043,-122.280022,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-03-03,United States,Santa Barbara,34.419255,-119.698869,North America,Utilities,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-04,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Hostage Taking (Kidnapping),,,Turkish People's Liberation Army,5.0,0.0,0.0,0.0
1971-03-05,United States,Honolulu,21.3,-157.818968,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-06,United States,Texarkana,33.42558,-94.048254,North America,Religious Figures/Institutions,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1971-03-06,United States,Texarkana,33.42558,-94.048254,North America,Religious Figures/Institutions,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-07,United States,Texarkana,33.42558,-94.048254,North America,Religious Figures/Institutions,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1971-03-07,United States,Texarkana,33.42558,-94.048254,North America,Religious Figures/Institutions,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1971-03-08,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Terrorists/Non-State Militia,,Assassination,,,Official Irish Republican Army (OIRA),,,1.0,
1971-03-08,United States,St. Louis,38.62774,-90.199514,North America,Government (General),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-03-08,United States,St. Louis,38.62774,-90.199514,North America,Military,,Bombing/Explosion,,,Unknown,,10.0,0.0,10.0
1971-03-09,United States,Fort Lupton,40.079609,-104.812912,North America,Police,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-03-09,West Germany (FRG),Munich,48.139126,11.580186,Western Europe,Business,,Armed Assault,,,Baader-Meinhof Group,3.0,,,
1971-03-10,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Military,,Assassination,,,Irish Republican Army (IRA),,,1.0,
1971-03-10,Uruguay,Montevideo,-34.891151,-56.187214,South America,Government (General),,Hostage Taking (Kidnapping),,,Tupamaros (Uruguay),4.0,,,
1971-03-10,West Germany (FRG),Heidelberg,49.4019,8.680285,Western Europe,Government (General),,Bombing/Explosion,,,Socialist Patients' Collective (SPK),,,,
1971-03-11,United States,Houston,29.813822,-95.365295,North America,Private Citizens & Property,,Bombing/Explosion,,,Ku Klux Klan,4.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-12,United States,Portland,45.511795,-122.675629,North America,Police,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-14,Turkey,Istanbul,41.106178,28.689863,Middle East & North Africa,Business,,Bombing/Explosion,,,Turkish People's Liberation Army,,,,
1971-03-14,Turkey,Istanbul,41.106178,28.689863,Middle East & North Africa,Journalists & Media,,Bombing/Explosion,,,Turkish People's Liberation Army,,,,
,,,,,,,,,,,,,,,
1971-03-15,Netherlands,Rotterdam,51.924216,4.481776,Western Europe,Utilities,,Bombing/Explosion,,,Popular Front for the Liberation of Palestine (PFLP),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-15,United States,San Mateo,37.54703,-122.314834,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-03-15,Uruguay,Montevideo,-34.891151,-56.187214,South America,Journalists & Media,,Armed Assault,,,Tupamaros (Uruguay),4.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-16,United States,San Francisco,37.755363,-122.443352,North America,Government (General),,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1971-03-17,United States,Ithaca,42.455233,-76.475847,North America,Military,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-03-18,Spain,San Andres,28.505025,-16.192648,Western Europe,Business,,Bombing/Explosion,,,Catalan Liberation Front (FAC),,0.0,0.0,0.0
1971-03-18,United States,Jacksonville,30.33138,-81.655799,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-03-19,United States,New York City,40.697132,-73.931351,North America,Business,,Facility/Infrastructure Attack,,,Armed Revolutionary Independence Movement (MIRA),2.0,0.0,0.0,0.0
1971-03-19,West Germany (FRG),West Berlin,52.50153,13.401851,Western Europe,Business,,Facility/Infrastructure Attack,,,Black Cells,,,,
,,,,,,,,,,,,,,,
1971-03-21,United States,Medford,42.407484,-71.119023,North America,Educational Institution,Educational Institution,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-03-23,United States,Detroit,42.359139,-83.066546,North America,Educational Institution,,Bombing/Explosion,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-03-23,United States,Mill Valley,37.906032,-122.548169,North America,Business,,Bombing/Explosion,,,"Weather Underground, Weathermen",,0.0,0.0,0.0
1971-03-23,United States,Thousand Oaks,34.225529,-118.878911,North America,Business,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-25,Italy,Milan,45.469212,9.174508,Western Europe,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-27,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Private Citizens & Property,,Armed Assault,,,Unknown,,0.0,0.0,0.0
1971-03-27,United States,Baltimore,39.308342,-76.616104,North America,Utilities,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-03-28,Argentina,Cordoba,-31.399301,-64.182129,South America,Journalists & Media,,Bombing/Explosion,,,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),5.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-30,Philippines,Manila,14.596051,120.978666,Southeast Asia,Airports & Aircraft,,Hijacking,,,Students,6.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-03-30,Turkey,Izmir,38.395649,27.135641,Middle East & North Africa,Educational Institution,,Bombing/Explosion,,,Unknown,,,,
1971-03-30,United States,New York City,40.697132,-73.931351,North America,Private Citizens & Property,,Bombing/Explosion,,,Jewish Defense League (JDL),-99.0,0.0,0.0,0.0
1971-03-30,United States,New York City,40.697132,-73.931351,North America,Private Citizens & Property,,Bombing/Explosion,,,Secret Cuban Government,,0.0,0.0,0.0
1971-03-30,United States,San Francisco,37.755363,-122.443352,North America,Police,,Bombing/Explosion,,,Black Liberation Army,,0.0,0.0,0.0
1971-03-31,United States,Denver,39.758968,-104.876305,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-04-01,United States,Los Angeles,34.097866,-118.407379,North America,Government (General),,Bombing/Explosion,,,Unknown,,,,
1971-04-02,Jordan,Unknown,,,Middle East & North Africa,Utilities,,Bombing/Explosion,,,Popular Front for the Liberation of Palestine (PFLP),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-02,Spain,Madrid,40.465595,-3.696263,Western Europe,Journalists & Media,,Bombing/Explosion,,,Catalan Liberation Front (FAC),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-04-02,United States,Riverside,33.953349,-117.396156,North America,Police,,Armed Assault,,,Black Nationalists,3.0,0.0,2.0,2.0
1971-04-03,Spain,Barcelona,41.400635,2.150913,Western Europe,Educational Institution,,Bombing/Explosion,,,Catalan Liberation Front (FAC),,0.0,0.0,0.0
1971-04-03,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Facility/Infrastructure Attack,,,Unknown,,0.0,0.0,0.0
1971-04-03,United States,Sylvester,31.530345,-83.835349,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-03,United States,Ypsilanti,42.24088,-83.613089,North America,Private Citizens & Property,,Hostage Taking (Kidnapping),,,Ku Klux Klan,5.0,1.0,0.0,1.0
,,,,,,,,,,,,,,,
1971-04-05,United States,Ben Lomond,37.089185,-122.086756,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-05,United States,San Juan,18.386932,-66.061127,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1971-04-05,United States,San Juan,18.386932,-66.061127,North America,Business,,Facility/Infrastructure Attack,,,Unknown,-99.0,0.0,0.0,0.0
1971-04-06,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Government (General),,Bombing/Explosion,,,RYF,,0.0,0.0,0.0
1971-04-06,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-04-06,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,,,
1971-04-06,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-04-06,United States,San Jose,37.338475,-121.885794,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-07,Iran,Tehran,35.724533,51.40519,Middle East & North Africa,Military,,Assassination,,,Unknown,,0.0,1.0,1.0
,,,,,,,,,,,,,,,
1971-04-07,Sweden,Stockholm,59.332788,18.064488,Western Europe,Government (Diplomatic),,Assassination,,,Croatian Nationalists,,2.0,1.0,3.0
,,,,,,,,,,,,,,,
1971-04-08,United States,Fresno,36.736419,-119.789196,North America,Government (General),,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-04-11,Argentina,La Plata,-34.921295,-57.954333,South America,Police,,Armed Assault,,,Peronist Armed Forces (FAP),12.0,0.0,3.0,3.0
1971-04-11,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,RYF,,,,
,,,,,,,,,,,,,,,
1971-04-12,United States,New York City,40.697132,-73.931351,North America,Government (Diplomatic),,Bombing/Explosion,,,Black Revolutionary Assault Team,,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-14,United States,Palo Alto,37.424305,-122.143913,North America,Educational Institution,Police,Facility/Infrastructure Attack,,,Student Radicals,2.0,0.0,0.0,0.0
1971-04-14,United States,San Juan,18.386932,-66.061127,North America,Business,,Bombing/Explosion,,,Puerto Rican Nationalists,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-15,United States,Los Angeles,34.097866,-118.407379,North America,Government (General),,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-17,United States,New York City,40.697132,-73.931351,North America,Violent Political Party,,Assassination,,,Black Panthers,8.0,0.0,1.0,1.0
1971-04-19,Spain,Barcelona,41.400635,2.150913,Western Europe,Transportation,,Bombing/Explosion,,,Catalan Liberation Front (FAC),,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-19,United States,New York City,40.697132,-73.931351,North America,Tourists,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-04-19,United States,New York City,40.697132,-73.931351,North America,Police,,Armed Assault,,,Black Panthers,3.0,2.0,0.0,2.0
1971-04-19,United States,San Juan,18.386932,-66.061127,North America,Business,,Bombing/Explosion,,,Armed Commandos of Liberation,-99.0,0.0,3.0,3.0
1971-04-20,United States,Berkeley,37.874043,-122.280022,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-20,United States,Fresno,36.740685,-119.785734,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-20,United States,Richfield,44.883175,-93.283006,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-04-22,United States,New York City,40.697132,-73.931351,North America,Business,,Bombing/Explosion,,,Jewish Defense League (JDL),,0.0,0.0,0.0
1971-04-23,United States,Fresno,36.740685,-119.785734,North America,Government (General),,Bombing/Explosion,,,Chicano Liberation Front,,0.0,0.0,0.0
1971-04-23,United States,Los Gatos,37.235807,-121.962416,North America,Government (General),,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-23,United States,Mill Valley,37.906032,-122.545048,North America,Business,,Bombing/Explosion,,,"Weather Underground, Weathermen",1.0,0.0,0.0,0.0
1971-04-23,United States,Palo Alto,37.424305,-122.143913,North America,Utilities,Educational Institution,Armed Assault,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-04-23,United States,Palo Alto,37.424305,-122.143913,North America,Educational Institution,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-04-24,United States,Youngstown,41.0981,-80.650789,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-25,United States,Claremont,34.0961,-117.716404,North America,Military,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-04-25,United States,Claremont,34.097718,-117.70945,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-04-26,United States,Claremont,34.106067,-117.716404,North America,Educational Institution,,Facility/Infrastructure Attack,,,Student Radicals,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-04-27,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-27,United States,Mill Valley,37.906032,-122.545048,North America,Educational Institution,,Bombing/Explosion,,,Left-wing extremists,1.0,0.0,0.0,0.0
1971-04-28,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-04-28,United States,Oakland,37.791927,-122.225906,North America,Business,,Bombing/Explosion,,,Left-Wing Militants,2.0,0.0,0.0,0.0
1971-04-29,Argentina,Pilar,-34.458721,-58.90725,South America,Military,,Armed Assault,,,Revolutionary Armed Forces- Argentina (FAR-A),6.0,0.0,1.0,1.0
1971-04-29,United States,Berkeley,37.874043,-122.280022,North America,Military,,Assassination,,,Left-Wing Militants,1.0,0.0,1.0,1.0
1971-04-29,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-04-29,United States,Los Gatos,37.235807,-121.962416,North America,Business,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-29,United States,Montebello,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,
1971-04-30,United States,Braintree,42.206391,-71.004817,North America,Government (General),,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-04-30,United States,San Jose,37.338475,-121.885794,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-01,United States,Santa Cruz,36.974025,-122.030954,North America,Business,,Bombing/Explosion,,,People's Revolutionary Party,,0.0,0.0,0.0
1971-05-02,Spain,Pamplona,42.815372,-1.653616,Western Europe,Journalists & Media,,Bombing/Explosion,,,GAC,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1971-05-04,Bolivia,La Paz,-16.509317,-68.10434,South America,Business,,Hostage Taking (Kidnapping),,,Ejercito de Liberacion Nacional (Bolivia),4.0,,,
,,,,,,,,,,,,,,,
1971-05-04,Turkey,Ankara,39.930771,32.76754,Middle East & North Africa,Military,,Bombing/Explosion,,,Turkish People's Liberation Army,,0.0,0.0,0.0
1971-05-04,United States,Chico,39.728352,-121.841985,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-04,United States,Fresno,36.740685,-119.785734,North America,Telecommunication,,Bombing/Explosion,,,Chicano Radicals,-99.0,0.0,0.0,0.0
1971-05-04,United States,San Bruno,37.625511,-122.432556,North America,Business,,Facility/Infrastructure Attack,,,Left-Wing Militants,2.0,0.0,0.0,0.0
1971-05-05,Iran,Tehran,35.724533,51.40519,Middle East & North Africa,Government (Diplomatic),,Bombing/Explosion,,,Unknown,,,,
1971-05-05,Spain,Barcelona,41.400635,2.150913,Western Europe,Government (General),,Bombing/Explosion,,,Catalan Liberation Front (FAC),,,,
1971-05-05,United States,Chico,39.728352,-121.837348,North America,Business,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-05,United States,Chico,39.728352,-121.837348,North America,Business,,Bombing/Explosion,,,Unknown,,,,
1971-05-05,United States,Kansas City,39.113789,-94.765358,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-05,United States,Riverside,33.973705,-117.328064,North America,Educational Institution,,Bombing/Explosion,,,Student Radicals,-99.0,0.0,0.0,0.0
1971-05-05,United States,Tempe,33.42551,-111.937419,North America,Educational Institution,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-06,United States,Burlingame,37.577883,-122.34811,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-06,United States,Cupertino,37.32236,-122.032133,North America,Utilities,,Bombing/Explosion,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-06,United States,East Los Angeles,34.022442,-118.166974,North America,Utilities,,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-05-06,United States,Hawthorne,38.525255,-118.624627,North America,Military,,Bombing/Explosion,,,Left-Wing Militants,-99.0,1.0,1.0,2.0
1971-05-06,Venezuela,Caracas,10.482834,-66.962128,South America,Military,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-05-06,West Germany (FRG),West Berlin,52.50153,13.401851,Western Europe,Business,,Bombing/Explosion,,,Unknown,,,,
1971-05-07,United States,Iowa City,41.657825,-91.526534,North America,Government (General),,Bombing/Explosion,,,Students for a Democratic Society,,0.0,0.0,0.0
1971-05-08,Spain,Donostia-San Sebastian,43.291618,-1.977903,Western Europe,Government (Diplomatic),,Hostage Taking (Kidnapping),,,Basque Fatherland and Freedom (ETA),,,,
1971-05-08,United Kingdom,Belfast,54.607712,-5.95621,Western Europe,Business,,Facility/Infrastructure Attack,,,Protestant extremists,,,1.0,
1971-05-08,United States,Los Angeles,34.097866,-118.407379,North America,Government (General),,Bombing/Explosion,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-05-09,United States,Altadena,34.186531,-118.145775,North America,Business,,Facility/Infrastructure Attack,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-05-09,United States,Berkeley,37.874043,-122.280022,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-05-09,United States,Greensboro,36.068994,-79.794704,North America,Educational Institution,,Bombing/Explosion,,,Regulators,,0.0,0.0,0.0
1971-05-11,Dominican Republic,Santo Domingo,18.456792,-69.951164,Central America & Caribbean,Government (General),,Assassination,,,Unknown,,0.0,0.0,0.0
1971-05-11,United States,Baltimore,39.308342,-76.616104,North America,Military,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-11,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Facility/Infrastructure Attack,,,Chicano Liberation Front,-99.0,0.0,0.0,0.0
1971-05-11,United States,Los Angeles,34.250636,-118.61481,North America,Business,,Facility/Infrastructure Attack,,,Left-Wing Militants,-99.0,0.0,0.0,0.0
1971-05-11,United States,Los Angeles,34.097866,-118.407379,North America,Business,,Bombing/Explosion,,,Unknown,,0.0,0.0,0.0
1971-05-12,Bolivia,Unknown,,,South America,Business,,Hostage Taking (Kidnapping),,,Unknown,,,,
1971-05-12,United States,West Palm Beach,26.714388,-80.052689,North America,Private Citizens & Property,,Bombing/Explosion,,,Black Nationalists,-99.0,0.0,0.0,0.0
1971-05-13,Iran,Tehran,35.724533,51.40519,Middle East & North Africa,Business,,Armed Assault,,,Unknown,,,,
1971-05-13,United States,Chicago,41.842602,-87.681229,North America,Police,,Armed Assault,,,Black Panthers,4.0,3.0,0.0,3.0
,,,,,,,,,,,,,,,
